查詢公司名稱,公司名稱,統一編號,公司狀況,資本總額(元),代表人姓名,公司所在地
裕鐵企業股份有限公司,,85978401   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,500,000,000",高雄市燕巢區安招路639號 地址所屬公司家數: 9  電子地圖 ,經濟部商業發展署
臺灣永光化學工業股份有限公司,,15458455   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,477,522,260",臺北市大安區義安里敦化南路二段77號5~6樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
和拓電業股份有限公司,"He To Energy Integration Co., Ltd.",83057582   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,468,837,000",臺北市內湖區瑞光路362號8樓 地址所屬公司家數: 61  電子地圖 ,經濟部商業發展署
中興紡織廠股份有限公司,,35082604   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,450,703,820",臺北市信義區基隆路1段200號6樓之1 地址所屬公司家數: 3  電子地圖 ,經濟部商業發展署
明泰科技股份有限公司,Alpha Networks Inc.,12800392   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,417,184,600",新竹科學園區新竹市力行七路8號 地址所屬公司家數: 2  電子地圖 ,國家科學及技術委員會新竹科學園區管理局
萬通票券金融股份有限公司,,89398334   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,408,000,000",臺北市信義區興隆里15鄰忠孝東路四段560號11樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
鴻元國際投資股份有限公司,,16098325   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,392,511,920",新北市新店區復興里北新路3段207-1號15樓 地址所屬公司家數: 4  電子地圖 ,經濟部商業發展署
艾克爾國際科技股份有限公司,艾克爾國際科技股份有限公司  Google搜尋  (出進口廠商英文名稱：AMKOR TECHNOLOGY TAIWAN LTD.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,16631664   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,500,000,000",梅根•浮士德,桃園市龍潭區中豐路高平段1號 地址所屬公司家數: 2  電子地圖 
元晶太陽能科技股份有限公司,元晶太陽能科技股份有限公司  Google搜尋  (出進口廠商英文名稱：TSEC CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,28997300   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"7,000,000,000",偉任投資股份有限公司,新北市新店區復興里北新路三段225號8樓 地址所屬公司家數: 1  電子地圖 
英華達股份有限公司,INVENTEC APPLIANCES CORPORATION,70772036   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,368,572,540",新北市五股區五工五路37號 地址所屬公司家數: 2  電子地圖 ,經濟部商業發展署
中華開發創業投資股份有限公司,CDIB Venture Capital Corporation,80328870   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,354,937,080",臺北市松山區敦化北路135號12樓 地址所屬公司家數: 7  電子地圖 ,經濟部商業發展署
友縳投資股份有限公司,,80681817   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,348,775,680",新竹縣竹北市北崙里12鄰光明二街２５號4樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
金澄建設股份有限公司,,04378961   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,340,994,320",臺北市中山區敬業一路192號5樓 地址所屬公司家數: 4  電子地圖 ,經濟部商業發展署
集盛實業股份有限公司,,43295237   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,316,883,800",桃園市龜山區新嶺里東萬壽路60號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
燁興企業股份有限公司,,75992214   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,306,516,130",高雄市岡山區寶米路369號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
開泰豐國際股份有限公司,,28202098   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,300,000,000",臺北市松山區松基里15鄰敦化北路158號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
竹北新世紀購物中心股份有限公司,,42571044   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,300,000,000",新竹縣竹北市莊敬北路18號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
大成帝國工業股份有限公司,,65008271   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,300,000,000",臺南市仁德區新田里義林路122號 地址所屬公司家數: 2  電子地圖 ,經濟部商業發展署
凌耀科技股份有限公司,Vishay Capella Microsystems (Taiwan) Limited,54729132   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,285,583,920",新北市新店區復興路43號6樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
台灣苯乙烯工業股份有限公司,,20844865   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,278,697,640",臺北市中正區羅斯福路一段6號8樓之1 地址所屬公司家數: 2  電子地圖 ,經濟部商業發展署
朕豪大酒店股份有限公司,,53577707   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,270,000,000",高雄市鼓山區龍子里龍德新路222號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
遠雄國際投資股份有限公司,,22554790   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"10,000,000,000",趙文嘉,臺北市信義區基隆路一1段200號23樓之1 地址所屬公司家數: 1  電子地圖 
健鼎科技股份有限公司,,86379707   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,256,058,980",桃園市平鎮區工業五路21號 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
茂宣企業股份有限公司,MORRIHAN INTERNATIONAL CORP.,12339246   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,237,600,000",新北市中和區中正路738號4樓 地址所屬公司家數: 2  電子地圖 ,經濟部商業發展署
允強實業股份有限公司,"YC INOX CO., LTD.",59068700   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,235,004,870",彰化縣溪州鄉舊眉村中山路四段270號 地址所屬公司家數: 3  電子地圖 ,經濟部商業發展署
士林電機廠股份有限公司,士林電機廠股份有限公司  Google搜尋  (出進口廠商英文名稱：SHIHLIN ELECTRIC & ENGINEERING CORPORATION) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,11039306   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,800,000,000",許育瑞,臺北市士林區忠誠里19鄰中山北路六段88號16樓 地址所屬公司家數: 1  電子地圖 
合作金庫證券股份有限公司,,53021481   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,206,131,590",臺北市大安區車層里忠孝東路四段285號1樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
富喬工業股份有限公司,富喬工業股份有限公司  Google搜尋  (出進口廠商英文名稱：FULLTECH FIBER GLASS CORP.) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,16834268   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"6,000,000,000",張元賓,雲林縣斗六市斗工十六路8號 地址所屬公司家數: 1  電子地圖 
台北港貨櫃碼頭股份有限公司,台北港貨櫃碼頭股份有限公司  Google搜尋  (出進口廠商英文名稱：TAIPEI PORT CONTAINER TERMINAL CORP) 「國際貿易署廠商英文名稱查詢(限經營出進口或買賣業務者)」,80027874   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"7,000,000,000",黃文堯,新北市八里區訊塘里7鄰廈竹圍25號 地址所屬公司家數: 3  電子地圖 
廣宇科技股份有限公司,,03546618   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,183,462,820",新北市中和區碧河里建八路200號6樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
國巨股份有限公司,YAGEO CORPORATION,22636630   訂閱,核准設立  「查詢最新營業狀況請至 財政部稅務入口網 」,"5,182,414,550",新北市新店區寶橋路233-1號3樓及233-2號3樓 地址所屬公司家數: 1  電子地圖 ,經濟部商業發展署
